x,y,p,tv,av,rv,sv
 1.051176462E-01, 5.050000055E-02,-3.20E-03, 2.088974756E-02,-3.21E-05,-8.77E-05, 2.088950029E-02
 1.074313727E-01, 5.050000186E-02,-5.16E-03, 2.126957680E-02, 6.373698463E-04,-7.15E-05, 2.125969583E-02
 1.097450943E-01, 5.050000092E-02,-1.01E-02, 2.260566034E-02, 8.327722781E-04, 4.277619981E-05, 2.259000358E-02
 1.120588290E-01, 5.050000252E-02,-1.28E-02, 2.368052948E-02,-6.98E-05, 1.528541667E-04, 2.367985067E-02
 1.143725525E-01, 5.050000243E-02,-9.58E-03, 2.231643280E-02,-9.46E-04, 4.525902089E-05, 2.229595036E-02
 1.166862732E-01, 5.050000111E-02,-3.68E-03, 2.044218426E-02,-8.58E-04,-4.91E-05, 2.042372606E-02
 1.190000039E-01, 5.050000092E-02, 9.865728264E-04, 1.602883458E-02,-2.69E-04,-9.24E-05, 1.602622691E-02
 1.000000095E-03, 5.100000058E-02, 2.481793059E-03, 9.816106141E-03, 2.564107853E-04,-3.00E-04, 9.807910531E-03
 3.313725474E-03, 5.099999820E-02,-7.00E-04, 1.628153821E-02, 1.197201160E-03,-1.69E-04, 1.623642713E-02
 5.627451003E-03, 5.099999982E-02,-5.46E-03, 2.008090133E-02, 1.286678777E-03, 1.927913361E-04, 2.003856589E-02
 7.941175862E-03, 5.100000048E-02,-7.23E-03, 2.237994111E-02,-1.28E-04, 4.921588965E-04, 2.237396201E-02
 1.025490156E-02, 5.099999982E-02,-4.82E-03, 1.970862380E-02,-1.23E-03, 5.606665952E-05, 1.967003768E-02
 1.256862746E-02, 5.100000001E-02,-7.39E-04, 1.719032540E-02,-7.00E-04,-2.80E-04, 1.717363349E-02
 1.488235302E-02, 5.099999830E-02,-6.52E-05, 1.687516553E-02, 3.912751014E-04,-3.07E-04, 1.686767944E-02
 1.719607799E-02, 5.100000020E-02,-3.51E-03, 1.878460961E-02, 1.197461830E-03,-8.29E-05, 1.874612609E-02
 1.950980376E-02, 5.100000134E-02,-6.92E-03, 2.194673650E-02, 6.230649599E-04, 4.070502863E-04, 2.193395310E-02
 2.182352945E-02, 5.099999982E-02,-6.41E-03, 2.128318236E-02,-9.30E-04, 2.991769875E-04, 2.126059349E-02
 2.413725416E-02, 5.100000020E-02,-2.46E-03, 1.813935265E-02,-1.08E-03,-1.72E-04, 1.810624712E-02
 2.645097998E-02, 5.099999906E-02, 1.842134562E-04, 1.677839124E-02,-1.31E-04,-3.13E-04, 1.677479712E-02
 2.876470632E-02, 5.099999982E-02,-1.51E-03, 1.761180565E-02, 9.051331457E-04,-2.35E-04, 1.758682870E-02
 3.107843176E-02, 5.100000001E-02,-5.68E-03, 2.049095265E-02, 1.134135463E-03, 1.723251865E-04, 2.045871630E-02
 3.339215696E-02, 5.099999982E-02,-7.21E-03, 2.234896932E-02,-2.33E-04, 4.689055809E-04, 2.234260458E-02
 3.570588231E-02, 5.099999987E-02,-4.63E-03, 1.958705519E-02,-1.22E-03, 3.061695384E-05, 1.954863343E-02
 3.801960760E-02, 5.099999982E-02,-6.60E-04, 1.719799696E-02,-6.59E-04,-2.76E-04, 1.718297709E-02
 4.033333363E-02, 5.100000020E-02,-1.02E-04, 1.693229929E-02, 4.046983477E-04,-2.99E-04, 1.692469478E-02
 4.264706175E-02, 5.100000096E-02,-3.53E-03, 1.880209294E-02, 1.196191918E-03,-8.43E-05, 1.876372013E-02
 4.496078587E-02, 5.100000134E-02,-6.96E-03, 2.193473217E-02, 6.415705499E-04, 3.993602216E-04, 2.192152455E-02
 4.727451058E-02, 5.099999830E-02,-6.52E-03, 2.136577170E-02,-9.09E-04, 3.057218637E-04, 2.134408359E-02
 4.958823946E-02, 5.099999982E-02,-2.63E-03, 1.825993449E-02,-1.10E-03,-1.59E-04, 1.822614222E-02
 5.190196480E-02, 5.100000135E-02, 1.415659066E-04, 1.685265350E-02,-1.94E-04,-3.00E-04, 1.684875249E-02
 5.421568484E-02, 5.099999982E-02,-1.22E-03, 1.749572253E-02, 8.261536054E-04,-2.46E-04, 1.747433157E-02
 5.652941169E-02, 5.099999830E-02,-5.34E-03, 2.015385486E-02, 1.188606362E-03, 1.127470958E-04, 2.011837233E-02
 5.884313283E-02, 5.099999982E-02,-7.33E-03, 2.243182678E-02,-3.12E-05, 4.746172679E-04, 2.242655662E-02
 6.115685836E-02, 5.099999868E-02,-5.21E-03, 2.004797253E-02,-1.20E-03, 9.284574897E-05, 2.001192761E-02
 6.347058490E-02, 5.099999925E-02,-1.13E-03, 1.748283080E-02,-7.97E-04,-2.47E-04, 1.746280138E-02
 6.578431353E-02, 5.099999982E-02, 1.231436025E-04, 1.689926796E-02, 2.042292667E-04,-2.91E-04, 1.689538120E-02
 6.809803980E-02, 5.099999934E-02,-2.62E-03, 1.826308146E-02, 1.092604432E-03,-1.61E-04, 1.822955637E-02
 7.041176374E-02, 5.099999944E-02,-6.53E-03, 2.131671907E-02, 9.368468754E-04, 2.911748107E-04, 2.129398532E-02
 7.272548692E-02, 5.099999906E-02,-7.10E-03, 2.204040755E-02,-5.91E-04, 4.054517879E-04, 2.202856965E-02
 7.503921649E-02, 5.100000172E-02,-3.82E-03, 1.901563137E-02,-1.20E-03,-6.42E-05, 1.897735949E-02
 7.735294351E-02, 5.100000020E-02,-2.99E-04, 1.712531565E-02,-4.90E-04,-2.73E-04, 1.711598622E-02
 7.966666637E-02, 5.099999963E-02,-3.31E-04, 1.713901310E-02, 5.064922695E-04,-2.72E-04, 1.712925015E-02
 8.198039040E-02, 5.099999982E-02,-3.89E-03, 1.905382857E-02, 1.208513880E-03,-5.93E-05, 1.901528187E-02
 8.429412130E-02, 5.099999982E-02,-7.15E-03, 2.206700131E-02, 5.815990143E-04, 4.069533027E-04, 2.205543016E-02
 8.660784532E-02, 5.099999982E-02,-6.56E-03, 2.132966725E-02,-9.36E-04, 2.858223609E-04, 2.130705484E-02
 8.892156807E-02, 5.099999925E-02,-2.69E-03, 1.834015714E-02,-1.09E-03,-1.56E-04, 1.830705059E-02
 9.123529495E-02, 5.099999906E-02, 6.220971615E-05, 1.700368625E-02,-2.40E-04,-2.75E-04, 1.699965186E-02
 9.354902006E-02, 5.099999906E-02,-9.32E-04, 1.744354604E-02, 7.224313499E-04,-2.48E-04, 1.742669184E-02
 9.586274773E-02, 5.099999982E-02,-4.88E-03, 1.975528917E-02, 1.219263373E-03, 3.893904337E-05, 1.971750948E-02
 9.817647146E-02, 5.099999982E-02,-7.40E-03, 2.240462112E-02, 2.325441809E-04, 4.579957123E-04, 2.239850516E-02
 1.004901931E-01, 5.099999877E-02,-5.93E-03, 2.065422171E-02,-1.12E-03, 1.754828834E-04, 2.062322963E-02
 1.028039224E-01, 5.100000020E-02,-1.87E-03, 1.791006298E-02,-9.49E-04,-2.04E-04, 1.788359156E-02
 1.051176537E-01, 5.100000153E-02, 1.800162584E-04, 1.696934232E-02,-4.39E-05,-2.73E-04, 1.696697449E-02
 1.074313747E-01, 5.100000020E-02,-1.54E-03, 1.772815255E-02, 8.864843001E-04,-2.23E-04, 1.770444528E-02
 1.097451023E-01, 5.099999982E-02,-5.64E-03, 2.034856314E-02, 1.175443837E-03, 1.310476399E-04, 2.031406467E-02
 1.120588286E-01, 5.099999972E-02,-7.48E-03, 2.245807791E-02,-1.01E-04, 4.831147808E-04, 2.245245872E-02
 1.143725489E-01, 5.099999982E-02,-5.26E-03, 1.981994237E-02,-1.34E-03, 1.368641354E-04, 1.977404190E-02
 1.166862819E-01, 5.099999934E-02,-5.11E-04, 1.627899107E-02,-1.15E-03,-1.68E-04, 1.623735771E-02
 1.190000007E-01, 5.099999906E-02, 2.524637243E-03, 9.870814622E-03,-2.47E-04,-2.89E-04, 9.863237404E-03
 1.000000057E-03, 5.199999993E-02, 3.867937532E-03, 4.324439669E-03, 9.543985120E-05,-6.24E-04, 4.277680638E-03
 3.313725623E-03, 5.200000109E-02, 2.528155793E-03, 1.064785243E-02, 7.644130487E-04,-4.69E-04, 1.060980130E-02
 5.627451003E-03, 5.200000109E-02, 3.336519443E-04, 1.654434140E-02, 9.531902370E-04, 4.431834391E-04, 1.651069167E-02
 7.941175847E-03, 5.200000167E-02, 3.649114079E-04, 2.018493561E-02,-1.00E-04, 1.207884887E-03, 2.014836676E-02
 1.025490156E-02, 5.200000109E-02, 7.664469853E-04, 1.572890972E-02,-9.05E-04, 1.139310812E-04, 1.570222618E-02
 1.256862640E-02, 5.199999993E-02, 3.100843771E-03, 1.128951386E-02,-4.82E-04,-6.67E-04, 1.125930106E-02
 1.488235371E-02, 5.200000264E-02, 3.544004198E-03, 1.069075456E-02, 2.636204323E-04,-7.24E-04, 1.066279091E-02
 1.719607786E-02, 5.200000109E-02, 1.430274842E-03, 1.413283934E-02, 8.608139542E-04,-2.20E-04, 1.410472303E-02
 1.950980263E-02, 5.199999964E-02, 3.638910452E-04, 1.944771350E-02, 4.669887072E-04, 9.901381215E-04, 1.941672952E-02
 2.182352945E-02, 5.200000109E-02, 3.631011944E-04, 1.835116368E-02,-6.95E-04, 7.188846860E-04, 1.832371983E-02
 2.413725411E-02, 5.200000138E-02, 2.042451234E-03, 1.298990626E-02,-7.65E-04,-4.26E-04, 1.296024462E-02
 2.645097993E-02, 5.200000148E-02, 3.717858064E-03, 1.048585907E-02,-8.82E-05,-7.35E-04, 1.045951571E-02
 2.876470610E-02, 5.200000070E-02, 2.627454203E-03, 1.204067260E-02, 6.303683181E-04,-5.69E-04, 1.201053365E-02
 3.107843256E-02, 5.200000264E-02, 4.950331119E-04, 1.703308223E-02, 8.403855855E-04, 4.021381456E-04, 1.700740713E-02
 3.339215696E-02, 5.200000109E-02, 4.005838097E-04, 2.010633577E-02,-1.76E-04, 1.146983798E-03, 2.007265647E-02
 3.570588118E-02, 5.199999949E-02, 8.894266235E-04, 1.549932595E-02,-8.97E-04, 5.347498144E-05, 1.547312564E-02
 3.801960760E-02, 5.200000109E-02, 3.184819979E-03, 1.125865781E-02,-4.53E-04,-6.58E-04, 1.123009659E-02
 4.033333363E-02, 5.200000148E-02, 3.545109503E-03, 1.075716477E-02, 2.747327737E-04,-7.05E-04, 1.073037979E-02
 4.264706080E-02, 5.200000109E-02, 1.432334496E-03, 1.414688529E-02, 8.631292692E-04,-2.22E-04, 1.411861851E-02
 4.496078486E-02, 5.200000148E-02, 3.354766947E-04, 1.942685581E-02, 4.821662638E-04, 9.725094757E-04, 1.939633196E-02
 4.727451199E-02, 5.200000109E-02, 3.349107116E-04, 1.848304933E-02,-6.82E-04, 7.371617479E-04, 1.845556146E-02
 4.958823792E-02, 5.200000109E-02, 1.966254789E-03, 1.317518038E-02,-7.82E-04,-3.97E-04, 1.314579999E-02
 5.190196163E-02, 5.199999952E-02, 3.720105454E-03, 1.057259081E-02,-1.31E-04,-7.06E-04, 1.054800561E-02
 5.421568484E-02, 5.200000109E-02, 2.842718287E-03, 1.178808163E-02, 5.751592058E-04,-5.94E-04, 1.175890389E-02
 5.652941163E-02, 5.200000245E-02, 5.982286613E-04, 1.645597819E-02, 8.807990542E-04, 2.560667759E-04, 1.643023302E-02
 5.884313416E-02, 5.199999993E-02, 3.749250917E-04, 2.024202356E-02,-2.43E-05, 1.163765407E-03, 2.020836704E-02
 6.115685989E-02, 5.200000031E-02, 6.575703024E-04, 1.626640909E-02,-8.87E-04, 2.077325792E-04, 1.624069068E-02
 6.347058348E-02, 5.199999935E-02, 2.917754758E-03, 1.173471066E-02,-5.55E-04,-5.94E-04, 1.170634042E-02
 6.578431353E-02, 5.200000109E-02, 3.729520324E-03, 1.062342258E-02, 1.388709815E-04,-6.88E-04, 1.060004890E-02
 6.809804183E-02, 5.200000216E-02, 1.988568728E-03, 1.316130643E-02, 7.816254709E-04,-4.01E-04, 1.313183842E-02
 7.041176426E-02, 5.200000109E-02, 3.058593591E-04, 1.839948073E-02, 7.045993740E-04, 7.024964695E-04, 1.837236671E-02
 7.272548882E-02, 5.200000167E-02, 3.061167997E-04, 1.959491017E-02,-4.48E-04, 9.907453111E-04, 1.956456025E-02
 7.503921313E-02, 5.200000070E-02, 1.318295819E-03, 1.447502504E-02,-8.78E-04,-1.73E-04, 1.444717702E-02
 7.735294293E-02, 5.200000109E-02, 3.479398539E-03, 1.102145471E-02,-3.38E-04,-6.49E-04, 1.099696425E-02
 7.966666667E-02, 5.200000109E-02, 3.459095131E-03, 1.104778033E-02, 3.489776661E-04,-6.47E-04, 1.102312507E-02
 8.198039040E-02, 5.200000109E-02, 1.279184812E-03, 1.454256197E-02, 8.834945921E-04,-1.61E-04, 1.451464983E-02
 8.429412130E-02, 5.200000109E-02, 2.902617138E-04, 1.963970068E-02, 4.403900873E-04, 9.953997356E-04, 1.960937782E-02
 8.660784532E-02, 5.200000109E-02, 2.970790803E-04, 1.841155608E-02,-7.07E-04, 6.906881394E-04, 1.838481390E-02
 8.892156774E-02, 5.200000032E-02, 1.982477869E-03, 1.325804564E-02,-7.84E-04,-3.88E-04, 1.322902084E-02
 9.123529455E-02, 5.200000109E-02, 3.734286795E-03, 1.074769490E-02,-1.64E-04,-6.52E-04, 1.072645752E-02
 9.354901937E-02, 5.199999993E-02, 3.090416821E-03, 1.159914973E-02, 5.052001268E-04,-5.96E-04, 1.157269118E-02
 9.586274487E-02, 5.199999954E-02, 8.042616945E-04, 1.574747775E-02, 9.046279728E-04, 7.683334250E-05, 1.572114610E-02
 9.817647146E-02, 5.200000109E-02, 3.169139568E-04, 2.019503087E-02, 1.765081229E-04, 1.125087285E-03, 2.016272674E-02
 1.004901934E-01, 5.199999993E-02, 4.195732632E-04, 1.727489276E-02,-8.39E-04, 4.150997184E-04, 1.724938849E-02
 1.028039209E-01, 5.200000070E-02, 2.502046533E-03, 1.246087588E-02,-6.76E-04,-5.00E-04, 1.243237678E-02
 1.051176541E-01, 5.200000225E-02, 3.817312540E-03, 1.066468473E-02,-2.91E-05,-6.48E-04, 1.064477738E-02
 1.074313731E-01, 5.200000070E-02, 2.695380879E-03, 1.213511076E-02, 6.299838774E-04,-5.43E-04, 1.210646032E-02
 1.097450976E-01, 5.200000109E-02, 4.688757787E-04, 1.676904264E-02, 8.857308764E-04, 3.039841682E-04, 1.674269245E-02
 1.120588323E-01, 5.200000274E-02, 2.545295490E-04, 2.031754735E-02,-7.43E-05, 1.192850153E-03, 2.028222169E-02
 1.143725525E-01, 5.200000109E-02, 3.943052992E-04, 1.608366401E-02,-9.97E-04, 3.040875360E-04, 1.604963847E-02
 1.166862856E-01, 5.200000225E-02, 2.716666950E-03, 1.053923978E-02,-7.27E-04,-4.69E-04, 1.050346034E-02
 1.190000090E-01, 5.200000070E-02, 3.918911176E-03, 4.350274188E-03,-8.52E-05,-5.97E-04, 4.307921033E-03
 1.000000108E-03, 5.299999991E-02, 4.895442320E-03, 2.660407087E-03,-6.56E-05,-6.63E-04, 2.575386077E-03
 3.313725606E-03, 5.299999833E-02, 4.417461365E-03, 8.217701156E-03,-1.41E-04,-6.19E-04, 8.192765206E-03
 5.627451004E-03, 5.299999833E-02, 4.385250917E-03, 1.452117200E-02,-3.83E-05, 5.155558349E-04, 1.451161272E-02
 7.941175980E-03, 5.299999981E-02, 5.757344236E-03, 1.806310983E-02,-8.02E-06, 1.480749740E-03, 1.800230357E-02
 1.025490245E-02, 5.299999991E-02, 4.561752315E-03, 1.331978272E-02, 3.580544828E-05, 1.137504071E-04, 1.331885557E-02
 1.256862649E-02, 5.299999754E-02, 5.162356642E-03, 7.899157304E-03, 6.496384376E-05,-8.01E-04, 7.857939465E-03
 1.488235371E-02, 5.299999991E-02, 5.349921321E-03, 7.086412579E-03,-4.31E-05,-8.52E-04, 7.034799651E-03
 1.719607734E-02, 5.299999675E-02, 4.617283194E-03, 1.143713040E-02,-6.12E-05,-2.92E-04, 1.143282659E-02
 1.950980345E-02, 5.299999907E-02, 5.522107815E-03, 1.725892818E-02,-1.17E-05, 1.208712751E-03, 1.721647143E-02
 2.182352945E-02, 5.299999833E-02, 5.130096905E-03, 1.613055366E-02, 1.902123934E-05, 8.710907125E-04, 1.610679446E-02
 2.413725297E-02, 5.299999986E-02, 4.782657158E-03, 1.003679395E-02, 7.113012842E-05,-5.36E-04, 1.002187728E-02
 2.645098047E-02, 5.299999853E-02, 5.428191118E-03, 6.782941085E-03, 1.486366673E-05,-8.58E-04, 6.728375907E-03
 2.876470632E-02, 5.299999833E-02, 4.988720695E-03, 8.840688224E-03,-7.38E-05,-6.97E-04, 8.812602751E-03
 3.107843042E-02, 5.299999626E-02, 4.784881151E-03, 1.472991921E-02,-2.96E-05, 4.754868770E-04, 1.472192307E-02
 3.339215584E-02, 5.299999656E-02, 5.798489639E-03, 1.791686177E-02, 3.297563568E-06, 1.403685050E-03, 1.786177430E-02
 3.570588276E-02, 5.299999905E-02, 4.601877028E-03, 1.301151546E-02, 4.392727926E-05, 4.170547243E-05, 1.301105490E-02
 3.801960760E-02, 5.299999833E-02, 5.214473238E-03, 7.798082426E-03, 6.374284829E-05,-7.88E-04, 7.757684478E-03
 4.033333258E-02, 5.299999735E-02, 5.360284807E-03, 7.125944988E-03,-4.37E-05,-8.31E-04, 7.077157182E-03
 4.264706207E-02, 5.299999991E-02, 4.627972722E-03, 1.143331446E-02,-5.94E-05,-2.96E-04, 1.142894254E-02
 4.496078729E-02, 5.299999833E-02, 5.508768585E-03, 1.724016832E-02,-1.11E-05, 1.188531183E-03, 1.719905297E-02
 4.727451190E-02, 5.299999823E-02, 5.168743568E-03, 1.626443258E-02, 1.597375068E-05, 8.954879218E-04, 1.623957662E-02
 4.958823792E-02, 5.299999833E-02, 4.775014943E-03, 1.022881425E-02, 6.803080966E-05,-5.02E-04, 1.021589333E-02
 5.190196248E-02, 5.299999756E-02, 5.437869485E-03, 6.836021863E-03, 2.182226433E-05,-8.27E-04, 6.785773505E-03
 5.421568484E-02, 5.299999833E-02, 5.085828004E-03, 8.465452179E-03,-7.11E-05,-7.22E-04, 8.434037050E-03
 5.652941274E-02, 5.299999774E-02, 4.687416367E-03, 1.408453055E-02,-3.25E-05, 2.940637292E-04, 1.408111200E-02
 5.884313901E-02, 5.299999912E-02, 5.850967188E-03, 1.805655064E-02,-4.37E-07, 1.426728986E-03, 1.800009081E-02
 6.115685767E-02, 5.299999656E-02, 4.674693219E-03, 1.385740389E-02, 3.275195088E-05, 2.341212103E-04, 1.385504173E-02
 6.347058466E-02, 5.299999754E-02, 5.126713700E-03, 8.358332662E-03, 6.923900609E-05,-7.22E-04, 8.326611854E-03
 6.578431353E-02, 5.299999833E-02, 5.448884818E-03, 6.858830595E-03,-2.31E-05,-8.06E-04, 6.811198716E-03
 6.809803977E-02, 5.299999781E-02, 4.791819386E-03, 1.018716949E-02,-6.73E-05,-5.08E-04, 1.017399171E-02
 7.041176426E-02, 5.299999833E-02, 5.135909264E-03, 1.617819547E-02,-1.57E-05, 8.539484275E-04, 1.615542861E-02
 7.272548909E-02, 5.299999912E-02, 5.573138759E-03, 1.740606359E-02, 6.834066725E-06, 1.213818674E-03, 1.736361369E-02
 7.503921145E-02, 5.299999675E-02, 4.644701882E-03, 1.176462406E-02, 5.168714648E-05,-2.36E-04, 1.176178089E-02
 7.735294495E-02, 5.299999972E-02, 5.359263735E-03, 7.357478698E-03, 5.054776365E-05,-7.71E-04, 7.316643247E-03
 7.966666919E-02, 5.300000001E-02, 5.350964143E-03, 7.393509726E-03,-5.21E-05,-7.70E-04, 7.353035369E-03
 8.198039041E-02, 5.299999833E-02, 4.636554036E-03, 1.184705473E-02,-5.11E-05,-2.21E-04, 1.184448847E-02
 8.429412252E-02, 5.299999910E-02, 5.588594077E-03, 1.745485336E-02,-7.55E-06, 1.220540831E-03, 1.741206176E-02
 8.660784565E-02, 5.299999853E-02, 5.145358969E-03, 1.617760655E-02, 1.288718674E-05, 8.404313757E-04, 1.615555026E-02
 8.892157411E-02, 5.299999774E-02, 4.818257125E-03, 1.025151208E-02, 6.410698726E-05,-4.93E-04, 1.023913543E-02
 9.123529421E-02, 5.299999814E-02, 5.468666633E-03, 6.933362404E-03, 2.654910788E-05,-7.67E-04, 6.890706948E-03
 9.354901928E-02, 5.299999853E-02, 5.217138090E-03, 8.100336700E-03,-6.52E-05,-7.20E-04, 8.067817912E-03
 9.586274880E-02, 5.299999893E-02, 4.640749857E-03, 1.324313360E-02,-3.57E-05, 7.221602749E-05, 1.324256864E-02
 9.817647146E-02, 5.299999833E-02, 5.826542116E-03, 1.801257618E-02,-2.76E-06, 1.382236093E-03, 1.795944593E-02
 1.004901974E-01, 5.299999952E-02, 4.846925903E-03, 1.495209170E-02, 2.016126015E-05, 4.953704893E-04, 1.494362288E-02
 1.028039243E-01, 5.299999972E-02, 4.999943716E-03, 9.220105106E-03, 6.893740620E-05,-6.20E-04, 9.198741265E-03
 1.051176462E-01, 5.299999636E-02, 5.501273375E-03, 6.799521760E-03, 5.572907543E-06,-7.60E-04, 6.756891855E-03
 1.074313751E-01, 5.299999893E-02, 5.059565509E-03, 8.818351533E-03,-6.70E-05,-6.68E-04, 8.792508211E-03
 1.097451005E-01, 5.299999972E-02, 4.703317972E-03, 1.442862463E-02,-1.66E-05, 3.539337619E-04, 1.442393912E-02
 1.120588287E-01, 5.299999828E-02, 5.791440274E-03, 1.821913170E-02, 9.912968868E-06, 1.470176561E-03, 1.815970866E-02
 1.143725489E-01, 5.299999833E-02, 4.312007230E-03, 1.398148501E-02, 3.786374004E-05, 3.391163095E-04, 1.397694179E-02
 1.166862797E-01, 5.299999991E-02, 4.530908472E-03, 7.954284619E-03, 1.451334331E-04,-6.19E-04, 7.928475158E-03
 1.189999980E-01, 5.299999853E-02, 4.913233449E-03, 2.624704684E-03, 6.740496048E-05,-6.27E-04, 2.547613380E-03
